"from","to","author","subject_l2","subject_l1","master_id","title","year_start","year_end","time_window","subject_weight","subject_raw"
"A_152","S_9","Henke, F. G.","Philosophy","Religion and Philosophy","MASTER_00342","The philosophy of Wang Yang Ming",1913,1913,"1908-1917",1,"philosophy"
"A_148","S_46","Stanley, A.","Decorative arts","Arts and Archaeology","MASTER_00343","Chinese Embroidery and Other Art Textile Work",1913,1913,"1908-1917",0.5,"Decorative arts; History"
"A_148","S_30","Stanley, A.","History","History and Chronology","MASTER_00343","Chinese Embroidery and Other Art Textile Work",1913,1913,"1908-1917",0.5,"Decorative arts; History"
"A_76","S_30","Parker, E. H.","History","History and Chronology","MASTER_00344","Mongolia after the Genghizides and before the Manchus",1913,1913,"1908-1917",1,"history"
"A_153","S_6","Shields, E. T.","Travel","Geography and Travel","MASTER_00345","Omei San : the sacred mountain of West China",1913,1913,"1908-1917",1,"travel and general descriptions"
"A_154","S_12","N. G. Moffett, L. I. and Gee,","Zoology","Natural Sciences","MASTER_00346","Check list of birds of the Lower Yangtze valley from Hankow to the sea",1913,1913,"1908-1917",1,"zoology"
"A_155","S_12","Richmond, C. W.","Zoology","Natural Sciences","MASTER_00347","Appendix",1913,1913,"1908-1917",1,"zoology"
"A_156","S_43","Wilhelm, R.","Taoism","Religion and Philosophy","MASTER_00348","On the Sources of Chinese Taoism",1914,1914,"1908-1917",1,"Taoism"
"A_133","S_47","Ferguson, J. C.","Painting","Arts and Archaeology","MASTER_00349",""" Ink Remains "", by An I - chou",1914,1914,"1908-1917",1,"painting"
"A_148","S_12","Stanley, A.","Zoology","Natural Sciences","MASTER_00350","Collection of Chinese reptiles in the Shanghai Museum, The",1914,1914,"1908-1917",1,"zoology"
"A_157","S_20","Edgar, J. H.","Geology","Natural Sciences","MASTER_00351","from Batang to Menkong * Through the land of deep corrosions",1914,1914,"1908-1917",0.5,"geology and travel"
"A_157","S_6","Edgar, J. H.","Travel","Geography and Travel","MASTER_00351","from Batang to Menkong * Through the land of deep corrosions",1914,1914,"1908-1917",0.5,"geology and travel"
"A_157","S_10","Edgar, J. H.","Hydrology","Natural Sciences","MASTER_00352","The Great wall",1914,1914,"1908-1917",0.5,"hydrology and travel"
"A_157","S_6","Edgar, J. H.","Travel","Geography and Travel","MASTER_00352","The Great wall",1914,1914,"1908-1917",0.5,"hydrology and travel"
"A_157","S_5","Edgar, J. H.","Meteorology","Natural Sciences","MASTER_00353","Notes on temperatures in high altitudes on the Tibetan border",1914,1914,"1908-1917",1,"meteorology"
"A_158","S_24","Couling, S.","Archaeology","Arts and Archaeology","MASTER_00354","Oracle - bones from Honan, The *",1914,1914,"1908-1917",1,"archaeology"
"A_148","S_46","Stanley, A.","Decorative arts","Arts and Archaeology","MASTER_00355","Chinese wood carving *",1914,1914,"1908-1917",1,"minor arts"
"A_146","S_45","Reymond, C. du Bois","Art","Arts and Archaeology","MASTER_00356","Chinese sun - dial, A *",1914,1914,"1908-1917",0.5,"arts and archaeology"
"A_146","S_24","Reymond, C. du Bois","Archaeology","Arts and Archaeology","MASTER_00356","Chinese sun - dial, A *",1914,1914,"1908-1917",0.5,"arts and archaeology"
"A_159","S_7",""" Ardsheal "" Sections i - xix *","Language and languages","Literature and Language","MASTER_00357","Reminiscenes of a Chinese Viceroy's secretary",1914,1914,"1908-1917",1,"literature and language"
"A_160","S_13","Lobingier, C. S.","Law","Politics, Government, and Law","MASTER_00358","Bibliographical introduction to the study of Chinese law, A",1914,1914,"1908-1917",1,"law"
"A_139","S_32","Moule, A. C.","Chronology, Historical","History and Chronology","MASTER_00359","Table of the Emperors of the Yuan Dynasty, A",1914,1914,"1908-1917",1,"chronology"
"A_148","S_45","Stanley, A.","Art","Arts and Archaeology","MASTER_00360","Putoshan *",1915,1915,"1908-1917",0.25,"arts, archaeology, Buddhism and music"
"A_148","S_24","Stanley, A.","Archaeology","Arts and Archaeology","MASTER_00360","Putoshan *",1915,1915,"1908-1917",0.25,"arts, archaeology, Buddhism and music"
"A_148","S_1","Stanley, A.","Buddhism","Religion and Philosophy","MASTER_00360","Putoshan *",1915,1915,"1908-1917",0.25,"arts, archaeology, Buddhism and music"
"A_148","S_8","Stanley, A.","Music","Arts and Archaeology","MASTER_00360","Putoshan *",1915,1915,"1908-1917",0.25,"arts, archaeology, Buddhism and music"
"A_139","S_23","Moule, A. C.","Christianity","Religion and Philosophy","MASTER_00361","Notices of Christianity in China. Extracted from Marco Polo *",1915,1915,"1908-1917",1,"Christianity"
"A_161","S_7","Bradley, C. B.","Language and languages","Literature and Language","MASTER_00362","Tone - accents of two Chinese dialects, The *",1915,1915,"1908-1917",1,"literature and language"
"A_158","S_28","Couling, S.","Architecture","Arts and Archaeology","MASTER_00363","Chinese pagodas",1915,1915,"1908-1917",1,"architecture"
"A_149","S_25","Hodous, L.","Manners and customs","Anthropology and Social Customs","MASTER_00364","Ch'ing Ming Festival, The",1915,1915,"1908-1917",1,"social customs"
"A_162","S_7","Translated by "" Ardsheal "" Sections","Language and languages","Literature and Language","MASTER_00365","Reminiscenes of a Chinese Viceroy's secretary",1915,1915,"1908-1917",1,"literature and language"
"A_163","S_29","Tyler, W. F.","Astronomy","Natural Sciences","MASTER_00367","On a large meteorite February 13, 1915 *",1915,1915,"1908-1917",1,"astronomy"
"A_133","S_48","Ferguson, J. C.","Bronzes","Arts and Archaeology","MASTER_00368","Early Chinese bronzes *",1916,1916,"1908-1917",1,"bronze"
"A_147","S_7","Warren, G. G.","Language and languages","Literature and Language","MASTER_00369","M.Chavannes ' editions of Ssu - ma Chien",1916,1916,"1908-1917",1,"literature and language"
"A_164","S_19","Ward, F. K.","Botany","Natural Sciences","MASTER_00370","Notes on the flora of the W. Ssuch ' uan Mountains",1916,1916,"1908-1917",1,"botany"
"A_165","S_12","Annandale, N.","Zoology","Natural Sciences","MASTER_00371","Freshwater sponges from the T'ai Hu (Great Lake) of the Kiangsu Province, China",1916,1916,"1908-1917",1,"zoology"
"A_166","S_12","Sowerby, A. de C.","Zoology","Natural Sciences","MASTER_00372","Recent research upon the mammalia of North China",1916,1916,"1908-1917",1,"zoology"
"A_148","S_12","Stanley, A.","Zoology","Natural Sciences","MASTER_00373","Two new species of Chinese snakes *",1916,1916,"1908-1917",1,"zoology"
"A_167","S_30","Parker, A. P.","History","History and Chronology","MASTER_00374","Some notes on the history and folk lore of old Shanghai",1916,1916,"1908-1917",0.5,"history and mythology"
"A_167","S_17","Parker, A. P.","Mythology","Anthropology and Social Customs","MASTER_00374","Some notes on the history and folk lore of old Shanghai",1916,1916,"1908-1917",0.5,"history and mythology"
"A_168","S_30","Latourette, K. S.","History","History and Chronology","MASTER_00375","Survey of the work by Western students of Chinese history",1916,1916,"1908-1917",1,"history"
"A_169","S_1","Inglis, J. W.","Buddhism","Religion and Philosophy","MASTER_00376","Vows of Amida, The",1917,1917,"1908-1917",1,"Buddhism"
"A_169","S_1","Inglis, J. W.","Buddhism","Religion and Philosophy","MASTER_00377","Nestorian share in Buddhist translation, The",1917,1917,"1908-1917",1,"Buddhism"
"A_170","S_36","Chatley, H.","Religion","Religion and Philosophy","MASTER_00378","Magical practice in China",1917,1917,"1908-1917",1,"religion"
"A_149","S_17","Hodous, L.","Mythology","Anthropology and Social Customs","MASTER_00379","Dragon, The",1917,1917,"1908-1917",1,"mythology"
"A_157","S_3","Edgar, J. H.","Ethnology","Anthropology and Social Customs","MASTER_00380","Country and some customs of the Szechwan Mantze, The",1917,1917,"1908-1917",0.5,"ethnology and anthropology"
"A_157","S_4","Edgar, J. H.","Anthropology","Anthropology and Social Customs","MASTER_00380","Country and some customs of the Szechwan Mantze, The",1917,1917,"1908-1917",0.5,"ethnology and anthropology"
"A_171","S_36","Ayscough, F. W.","Religion","Religion and Philosophy","MASTER_00381","Shrines of History. Peak of the East T'ai Shan *",1917,1917,"1908-1917",1,"religion"
"A_172","S_12","Laver, H. E.","Zoology","Natural Sciences","MASTER_00382","Land birds and others met with at sea off the coast of China in 1915",1917,1917,"1908-1917",1,"zoology"
"A_148","S_45","Stanley, A.","Art","Arts and Archaeology","MASTER_00383","Method of making ink rubbings, The *",1917,1917,"1908-1917",0.5,"arts and archaeology"
"A_148","S_24","Stanley, A.","Archaeology","Arts and Archaeology","MASTER_00383","Method of making ink rubbings, The *",1917,1917,"1908-1917",0.5,"arts and archaeology"
"A_157","S_24","Edgar, J. H.","Archaeology","Arts and Archaeology","MASTER_00384","Stone implements on the Upper Yangtze and Min Rivers *",1917,1917,"1908-1917",1,"archaeology"
"A_158","S_7","Couling, S.","Language and languages","Literature and Language","MASTER_00385","Morrison Library, The G. E.",1917,1917,"1908-1917",1,"literature and language"
"A_173","S_7","Lanning, G.","Language and languages","Literature and Language","MASTER_00386","Kinship of the English and Chinese languages, The",1917,1917,"1908-1917",1,"literature and language"
"A_174","S_2","Ros, G.","Numismatics","Arts and Archaeology","MASTER_00388","Coins of the Republic of China *",1917,1917,"1908-1917",1,"coinage"
"A_175","S_49","Segalen, V.","Sculpture","Arts and Archaeology","MASTER_00389","Recent discoveries in ancient Chinese sculpture *",1917,1917,"1908-1917",1,"sculpture"
"A_133","S_48","Ferguson, J. C.","Bronzes","Arts and Archaeology","MASTER_00390","Four examples of Chinese bronze statuary *",1917,1917,"1908-1917",1,"bronze"
"A_176","S_36","Wright, H. K.","Religion","Religion and Philosophy","MASTER_00391","Religious element in the Tso Chuan, The",1917,1917,"1908-1917",1,"religion"
"A_133","S_47","Ferguson, J. C.","Painting","Arts and Archaeology","MASTER_00392",""" Ink Remains "" by An I - chou, See also N. Q.",1917,1917,"1908-1917",1,"painting"
"A_170","S_10","Chatley, H.","Hydrology","Natural Sciences","MASTER_00393","River problems in China *",1918,1918,"1918-1927",1,"hydrology"
"A_172","S_12","Laver, H. E.","Zoology","Natural Sciences","MASTER_00394","Some notes on land - birds, including also general remarks on the birds observed at sea on the coast of China in 1916",1918,1918,"1918-1927",1,"zoology"
"A_177","S_50","Zwemer, S. M.","Islam","Religion and Philosophy","MASTER_00395","Animistic elements in Moslem prayer",1918,1918,"1918-1927",1,"Mohammedanism"
"A_178","S_43","Ling, P. C.","Taoism","Religion and Philosophy","MASTER_00396","Eight Immortals of the Taoist religion, The",1918,1918,"1918-1927",1,"Taoism"
"A_149","S_25","Hodous, L.","Manners and customs","Anthropology and Social Customs","MASTER_00397","Kite Festival in Foochow, China, The",1918,1918,"1918-1927",1,"social customs"
"A_179","S_25","Harding, H. L.","Manners and customs","Anthropology and Social Customs","MASTER_00398","On a method of divination practised at Foochow",1918,1918,"1918-1927",1,"social customs"
"A_180","S_25","Ottewill, H. A.","Manners and customs","Anthropology and Social Customs","MASTER_00399","Note on the Tu Ti'en Hui held at Chinkiang on the 31st May, 1917",1918,1918,"1918-1927",1,"social customs"
"A_181","S_36","Hutson J.","Religion","Religion and Philosophy","MASTER_00400","Domestic altar, The",1918,1918,"1918-1927",1,"religion"
"A_133","S_47","Ferguson, J. C.","Painting","Arts and Archaeology","MASTER_00401","Ku K'ai - chih's scroll in the British Museum *",1918,1918,"1918-1927",1,"painting"
"A_182","S_9","Bruce, J. P.","Philosophy","Religion and Philosophy","MASTER_00402","Theistic import of the Sung philosophy, The",1918,1918,"1918-1927",1,"philosophy"
"A_183","S_36","Morgan, E.","Religion","Religion and Philosophy","MASTER_00403","Case of ritualism, A",1918,1918,"1918-1927",1,"religion"
"A_184","S_6","Edmunds, C. K.","Travel","Geography and Travel","MASTER_00405","Thirty thousand miles in China *",1919,1919,"1918-1927",1,"travel and general descriptions"
"A_185","S_7","Williams, C. A. S.","Language and languages","Literature and Language","MASTER_00406","Chinese metaphorical zoology",1919,1919,"1918-1927",1,"literature and language"
"A_160","S_3","Lobingier, C. S.","Ethnology","Anthropology and Social Customs","MASTER_00407","Early Malays and their neighbours, The",1919,1919,"1918-1927",0.5,"ethnology and anthropology"
"A_160","S_4","Lobingier, C. S.","Anthropology","Anthropology and Social Customs","MASTER_00407","Early Malays and their neighbours, The",1919,1919,"1918-1927",0.5,"ethnology and anthropology"
"A_186","S_14","Skvortzow, B. W.","Agriculture","Natural Sciences","MASTER_00408","Notes on the agriculture, botany and the zoology of China, Sections i - xxxii *",1919,1919,"1918-1927",0.333333333333333,"agriculture, botany and zoology"
"A_186","S_19","Skvortzow, B. W.","Botany","Natural Sciences","MASTER_00408","Notes on the agriculture, botany and the zoology of China, Sections i - xxxii *",1919,1919,"1918-1927",0.333333333333333,"agriculture, botany and zoology"
"A_186","S_12","Skvortzow, B. W.","Zoology","Natural Sciences","MASTER_00408","Notes on the agriculture, botany and the zoology of China, Sections i - xxxii *",1919,1919,"1918-1927",0.333333333333333,"agriculture, botany and zoology"
"A_187","S_7","Kliene, C.","Language and languages","Literature and Language","MASTER_00409","Land of Peach Bloom, The",1919,1919,"1918-1927",1,"literature and language"
"A_133","S_7","Ferguson, J. C.","Language and languages","Literature and Language","MASTER_00410","Recent books by a Chinese scholar",1919,1919,"1918-1927",1,"literature and language"
"A_188","S_14","Yan Taz Chiu","Agriculture","Natural Sciences","MASTER_00411","Chemical industry in Kwangtung Province",1919,1919,"1918-1927",0.25,"agriculture, industry, trade and chemistry"
"A_188","S_15","Yan Taz Chiu","Industries","Economy, Trade, and Technology","MASTER_00411","Chemical industry in Kwangtung Province",1919,1919,"1918-1927",0.25,"agriculture, industry, trade and chemistry"
"A_188","S_16","Yan Taz Chiu","Commerce","Economy, Trade, and Technology","MASTER_00411","Chemical industry in Kwangtung Province",1919,1919,"1918-1927",0.25,"agriculture, industry, trade and chemistry"
"A_188","S_26","Yan Taz Chiu","Chemistry","Natural Sciences","MASTER_00411","Chemical industry in Kwangtung Province",1919,1919,"1918-1927",0.25,"agriculture, industry, trade and chemistry"
"A_189","S_12","Kellogg, C. R.","Zoology","Natural Sciences","MASTER_00412","List of the birds in the Museum of the Anglo - Chinese College of Foochow, China",1919,1919,"1918-1927",1,"zoology"
"A_190","S_12","Moore, A.","Zoology","Natural Sciences","MASTER_00414","Attractions of entomology, The",1919,1919,"1918-1927",1,"zoology"
"A_191","S_19","Gee, N. G.","Botany","Natural Sciences","MASTER_00415","Beginning of the study of the flora and fauna of Soochow and vicinity, A",1919,1919,"1918-1927",0.5,"botany and zoology"
"A_191","S_12","Gee, N. G.","Zoology","Natural Sciences","MASTER_00415","Beginning of the study of the flora and fauna of Soochow and vicinity, A",1919,1919,"1918-1927",0.5,"botany and zoology"
"A_192","S_6","King, G. E.","Travel","Geography and Travel","MASTER_00416","Notes on Kansu",1919,1919,"1918-1927",1,"travel and general descriptions"
"A_193","S_45","Howell, E. B.","Art","Arts and Archaeology","MASTER_00417","Exhibition of pictures by a Russian artist, An *",1919,1919,"1918-1927",0.5,"arts and archaeology"
"A_193","S_24","Howell, E. B.","Archaeology","Arts and Archaeology","MASTER_00417","Exhibition of pictures by a Russian artist, An *",1919,1919,"1918-1927",0.5,"arts and archaeology"
"A_194","S_3","Dodd, W. C.","Ethnology","Anthropology and Social Customs","MASTER_00418","Relation of Chinese and Siamese, The *",1920,1920,"1918-1927",0.333333333333333,"ethnology, anthropology and history"
"A_194","S_4","Dodd, W. C.","Anthropology","Anthropology and Social Customs","MASTER_00418","Relation of Chinese and Siamese, The *",1920,1920,"1918-1927",0.333333333333333,"ethnology, anthropology and history"
"A_194","S_30","Dodd, W. C.","History","History and Chronology","MASTER_00418","Relation of Chinese and Siamese, The *",1920,1920,"1918-1927",0.333333333333333,"ethnology, anthropology and history"
"A_148","S_45","Stanley, A.","Art","Arts and Archaeology","MASTER_00419","Greek and Chinese art ideals",1920,1920,"1918-1927",0.5,"arts and archaeology"
"A_148","S_24","Stanley, A.","Archaeology","Arts and Archaeology","MASTER_00419","Greek and Chinese art ideals",1920,1920,"1918-1927",0.5,"arts and archaeology"
"A_183","S_9","Morgan, E.","Philosophy","Religion and Philosophy","MASTER_00420","Destiny, fate",1920,1920,"1918-1927",1,"philosophy"
"A_170","S_20","Chatley, H.","Geology","Natural Sciences","MASTER_00421","China's petrified sun - rays",1920,1920,"1918-1927",1,"geology"
"A_181","S_45","Hutson J.","Art","Arts and Archaeology","MASTER_00422","Chinese ideas of antiques",1920,1920,"1918-1927",0.5,"arts and archaeology"
"A_181","S_24","Hutson J.","Archaeology","Arts and Archaeology","MASTER_00422","Chinese ideas of antiques",1920,1920,"1918-1927",0.5,"arts and archaeology"
"A_173","S_30","Lanning, G.","History","History and Chronology","MASTER_00423","Names and nicknames of the Shanghai settlements",1920,1920,"1918-1927",1,"history"
"A_171","S_7","Ayscough, F. W.","Language and languages","Literature and Language","MASTER_00424","Chinese poetry and its connotations *",1920,1920,"1918-1927",1,"literature and language"
"A_186","S_14","Skvortzow, B. W.","Agriculture","Natural Sciences","MASTER_00425","Notes on the agriculture, botany and the zoology of China, Sections xxxiii- xxxviii *",1920,1920,"1918-1927",0.333333333333333,"agriculture, botany and zoology"
"A_186","S_19","Skvortzow, B. W.","Botany","Natural Sciences","MASTER_00425","Notes on the agriculture, botany and the zoology of China, Sections xxxiii- xxxviii *",1920,1920,"1918-1927",0.333333333333333,"agriculture, botany and zoology"
"A_186","S_12","Skvortzow, B. W.","Zoology","Natural Sciences","MASTER_00425","Notes on the agriculture, botany and the zoology of China, Sections xxxiii- xxxviii *",1920,1920,"1918-1927",0.333333333333333,"agriculture, botany and zoology"
"A_195","S_50","Mason, I.","Islam","Religion and Philosophy","MASTER_00426","Chinese life of Mohammed, A",1920,1920,"1918-1927",1,"Mohammedanism"
"A_183","S_43","Morgan, E.","Taoism","Religion and Philosophy","MASTER_00427","Operations and manifestations of the Tao exemplified in history, The",1921,1921,"1918-1927",1,"Taoism"
"A_196","S_3","Moninger, M. M.","Ethnology","Anthropology and Social Customs","MASTER_00428","Hainanese Miao, The *",1921,1921,"1918-1927",0.5,"ethnology and anthropology"
"A_196","S_4","Moninger, M. M.","Anthropology","Anthropology and Social Customs","MASTER_00428","Hainanese Miao, The *",1921,1921,"1918-1927",0.5,"ethnology and anthropology"
"A_171","S_6","Ayscough, F. W.","Travel","Geography and Travel","MASTER_00429","Notes on the symbolism of the Purple Forbidden City *",1921,1921,"1918-1927",0.25,"travel, government, political economy and political theory"
"A_171","S_40","Ayscough, F. W.","Government","Politics, Government, and Law","MASTER_00429","Notes on the symbolism of the Purple Forbidden City *",1921,1921,"1918-1927",0.25,"travel, government, political economy and political theory"
"A_171","S_34","Ayscough, F. W.","Economics","Economy, Trade, and Technology","MASTER_00429","Notes on the symbolism of the Purple Forbidden City *",1921,1921,"1918-1927",0.25,"travel, government, political economy and political theory"
"A_171","S_41","Ayscough, F. W.","Political science--Philosophy","Politics, Government, and Law","MASTER_00429","Notes on the symbolism of the Purple Forbidden City *",1921,1921,"1918-1927",0.25,"travel, government, political economy and political theory"
"A_186","S_14","Skvortzow, B. W.","Agriculture","Natural Sciences","MASTER_00430","Notes on the agriculture, botany and the zoology of China, Sections xxxix - xlvi *",1921,1921,"1918-1927",0.333333333333333,"agriculture, botany and zoology"
"A_186","S_19","Skvortzow, B. W.","Botany","Natural Sciences","MASTER_00430","Notes on the agriculture, botany and the zoology of China, Sections xxxix - xlvi *",1921,1921,"1918-1927",0.333333333333333,"agriculture, botany and zoology"
"A_186","S_12","Skvortzow, B. W.","Zoology","Natural Sciences","MASTER_00430","Notes on the agriculture, botany and the zoology of China, Sections xxxix - xlvi *",1921,1921,"1918-1927",0.333333333333333,"agriculture, botany and zoology"
"A_197","S_3","Wilkinson, H. P.","Ethnology","Anthropology and Social Customs","MASTER_00431","Exogamy in China",1921,1921,"1918-1927",0.333333333333333,"ethnology, anthropology and social customs"
"A_197","S_4","Wilkinson, H. P.","Anthropology","Anthropology and Social Customs","MASTER_00431","Exogamy in China",1921,1921,"1918-1927",0.333333333333333,"ethnology, anthropology and social customs"
"A_197","S_25","Wilkinson, H. P.","Manners and customs","Anthropology and Social Customs","MASTER_00431","Exogamy in China",1921,1921,"1918-1927",0.333333333333333,"ethnology, anthropology and social customs"
"A_109","S_37","Morse, H. B.","Geography","Geography and Travel","MASTER_00432","Lampacao, a mystery of the Far East",1921,1921,"1918-1927",1,"geography"
"A_187","S_7","Kliene, C.","Language and languages","Literature and Language","MASTER_00433","Marriage maker, The",1921,1921,"1918-1927",1,"literature and language"
"A_198","S_6","Kemp, E. G.","Travel","Geography and Travel","MASTER_00434","Highways and byways of Kweichow, The *",1921,1921,"1918-1927",0.333333333333333,"travel, ethnology and anthropology"
"A_198","S_3","Kemp, E. G.","Ethnology","Anthropology and Social Customs","MASTER_00434","Highways and byways of Kweichow, The *",1921,1921,"1918-1927",0.333333333333333,"travel, ethnology and anthropology"
"A_198","S_4","Kemp, E. G.","Anthropology","Anthropology and Social Customs","MASTER_00434","Highways and byways of Kweichow, The *",1921,1921,"1918-1927",0.333333333333333,"travel, ethnology and anthropology"
"A_199","S_23","Werner, E. T. C.","Christianity","Religion and Philosophy","MASTER_00435","Christ in the "" Li Tai Shen Hsien T'ung Chien """,1921,1921,"1918-1927",1,"Christianity"
"A_200","S_7","Fletcher, W. J. B.","Language and languages","Literature and Language","MASTER_00436","Trip to Hua Kang, A",1921,1921,"1918-1927",1,"literature and language"
"A_200","S_7","Fletcher, W. J. B.","Language and languages","Literature and Language","MASTER_00437","Song of a skirt, The",1921,1921,"1918-1927",1,"literature and language"
"A_166","S_12","Sowerby, A. de C.","Zoology","Natural Sciences","MASTER_00438","Natural history of China, The",1922,1922,"1918-1927",1,"zoology"
"A_201","S_20","Heidenstem","Geology","Natural Sciences","MASTER_00439","Growth of the Yangtze delta, The *",1922,1922,"1918-1927",0.5,"geology and hydrology"
"A_201","S_10","Heidenstem","Hydrology","Natural Sciences","MASTER_00439","Growth of the Yangtze delta, The *",1922,1922,"1918-1927",0.5,"geology and hydrology"
"A_181","S_45","Hutson J.","Art","Arts and Archaeology","MASTER_00440","Shuh country, The",1922,1922,"1918-1927",0.25,"arts, archaeology, history and social customs"
"A_181","S_24","Hutson J.","Archaeology","Arts and Archaeology","MASTER_00440","Shuh country, The",1922,1922,"1918-1927",0.25,"arts, archaeology, history and social customs"
"A_181","S_30","Hutson J.","History","History and Chronology","MASTER_00440","Shuh country, The",1922,1922,"1918-1927",0.25,"arts, archaeology, history and social customs"
"A_181","S_25","Hutson J.","Manners and customs","Anthropology and Social Customs","MASTER_00440","Shuh country, The",1922,1922,"1918-1927",0.25,"arts, archaeology, history and social customs"
"A_157","S_3","Edgar, J. H.","Ethnology","Anthropology and Social Customs","MASTER_00441","Notes on names of non - Chinese tribes in Western Szechwan",1922,1922,"1918-1927",0.5,"ethnology and anthropology"
"A_157","S_4","Edgar, J. H.","Anthropology","Anthropology and Social Customs","MASTER_00441","Notes on names of non - Chinese tribes in Western Szechwan",1922,1922,"1918-1927",0.5,"ethnology and anthropology"
"A_157","S_36","Edgar, J. H.","Religion","Religion and Philosophy","MASTER_00442","Note on Chiang sacrifice and litholatry",1922,1922,"1918-1927",1,"religion"
"A_133","S_7","Ferguson, J. C.","Language and languages","Literature and Language","MASTER_00443",""" Fir - flower Tablets """,1922,1922,"1918-1927",1,"literature and language"
"A_202","S_7","Hudson, E.","Language and languages","Literature and Language","MASTER_00444","Lan - tsih *",1922,1922,"1918-1927",1,"literature and language"
"A_203","S_7","Gaunt, T.","Language and languages","Literature and Language","MASTER_00445","Ling Yin monastery poem",1922,1922,"1918-1927",1,"literature and language"
"A_204","S_20","Norin, E.","Geology","Natural Sciences","MASTER_00446","Notes on the coal and Iron Ore deposits of Central Shansi",1922,1922,"1918-1927",1,"geology"
"A_205","S_19","Hers, J.","Botany","Natural Sciences","MASTER_00447","Chinese names of plants ; a preliminary list of the trees and shrubs of North Honan",1922,1922,"1918-1927",1,"botany"
"A_206","S_12","Jacot, A. P.","Zoology","Natural Sciences","MASTER_00448","Oribatoidae Sinensis, Part I",1922,1922,"1918-1927",1,"zoology"
"A_207","S_12","Sjolander, D.","Zoology","Natural Sciences","MASTER_00449","Distribution and habits of the Argali sheep of Central Asia, The *",1922,1922,"1918-1927",1,"zoology"
"A_208","S_19","Cowdry, N. H.","Botany","Natural Sciences","MASTER_00450","Plants from Peitaiho",1922,1922,"1918-1927",1,"botany"
"A_186","S_14","Skvortzow, B. W.","Agriculture","Natural Sciences","MASTER_00451","Notes on the agriculture, botany and the zoology of China, Sections xlvii - xlix *",1922,1922,"1918-1927",0.333333333333333,"agriculture, botany and zoology"
"A_186","S_19","Skvortzow, B. W.","Botany","Natural Sciences","MASTER_00451","Notes on the agriculture, botany and the zoology of China, Sections xlvii - xlix *",1922,1922,"1918-1927",0.333333333333333,"agriculture, botany and zoology"
"A_186","S_12","Skvortzow, B. W.","Zoology","Natural Sciences","MASTER_00451","Notes on the agriculture, botany and the zoology of China, Sections xlvii - xlix *",1922,1922,"1918-1927",0.333333333333333,"agriculture, botany and zoology"
"A_209","S_12","Riley, J. H. and Richmond, C. W.","Zoology","Natural Sciences","MASTER_00452","Partial bibliography of Chinese birds, A",1922,1922,"1918-1927",1,"zoology"
"A_199","S_23","Werner, E. T. C.","Christianity","Religion and Philosophy","MASTER_00453","Christ in the "" Li Tai Shen Hsien Tung Chien "" *",1922,1922,"1918-1927",1,"Christianity"
"A_210","S_7","Budd, C.","Language and languages","Literature and Language","MASTER_00454","Snowstorm, A",1923,1923,"1918-1927",1,"literature and language"
"A_211","S_7","Jamieson, C. A.","Language and languages","Literature and Language","MASTER_00455","Chu - goh Leang and the arrows",1923,1923,"1918-1927",1,"literature and language"
"A_202","S_7","Hudson, E.","Language and languages","Literature and Language","MASTER_00456","Drought, The",1923,1923,"1918-1927",1,"literature and language"
"A_202","S_7","Hudson, E.","Language and languages","Literature and Language","MASTER_00457","Then and now",1923,1923,"1918-1927",1,"literature and language"
"A_202","S_7","Hudson, E.","Language and languages","Literature and Language","MASTER_00458","Night in the mountains, A",1923,1923,"1918-1927",1,"literature and language"
"A_212","S_1","Stael - Holstein, Baron A. von","Buddhism","Religion and Philosophy","MASTER_00459","Hsuan - tsang and modern research",1923,1923,"1918-1927",1,"Buddhism"
"A_181","S_45","Hutson J.","Art","Arts and Archaeology","MASTER_00460","The Shuh country",1923,1923,"1918-1927",0.25,"arts, archaeology, history and social customs"
"A_181","S_24","Hutson J.","Archaeology","Arts and Archaeology","MASTER_00460","The Shuh country",1923,1923,"1918-1927",0.25,"arts, archaeology, history and social customs"
"A_181","S_30","Hutson J.","History","History and Chronology","MASTER_00460","The Shuh country",1923,1923,"1918-1927",0.25,"arts, archaeology, history and social customs"
"A_181","S_25","Hutson J.","Manners and customs","Anthropology and Social Customs","MASTER_00460","The Shuh country",1923,1923,"1918-1927",0.25,"arts, archaeology, history and social customs"
"A_133","S_45","Ferguson, J. C.","Art","Arts and Archaeology","MASTER_00461","Culture, the basis of Chinese art",1923,1923,"1918-1927",0.5,"arts and archaeology"
"A_133","S_24","Ferguson, J. C.","Archaeology","Arts and Archaeology","MASTER_00461","Culture, the basis of Chinese art",1923,1923,"1918-1927",0.5,"arts and archaeology"
"A_213","S_6","Fischer, E. S.","Travel","Geography and Travel","MASTER_00463","Modern travel from Tai Yuan Fu via Mount Wu Tai to the Mongolian frontier",1923,1923,"1918-1927",1,"travel and general descriptions"
"A_214","S_35","Darroch, J.","Biography","History and Chronology","MASTER_00464","A page of ancient Chinese history",1923,1923,"1918-1927",1,"biographical history and individuals of history"
"A_171","S_6","Ayscough, F. W.","Travel","Geography and Travel","MASTER_00465","Preliminary notes on the literary background of the "" Great River """,1923,1923,"1918-1927",1,"travel and general descriptions"
"A_144","S_36","Torrance, T.","Religion","Religion and Philosophy","MASTER_00466","Religion of the Ch'iang, The *",1923,1923,"1918-1927",1,"religion"
